abstract	author	category	desc	level	title	weekday	start_dt	end_dt
There are currently three popular approaches to Python concurrency: threads, event loops, and coroutines. Each is shrouded by various degrees of mystery and peril.  In this talk, all three approaches will be deconstructed in a epic ground-up live coding battle. The core topics to be covered include:  Introduction to concurrency with threads. How an event loop works How coroutine-based concurrency works The effect of the GIL The problem with blocking (and workarounds) Coordination with process pools and worker tasks. 	David Beazley	Python Core (language, stdlib, etc.)	There are currently three popular approaches to Python concurrency: threads, event loops, and coroutines. Each is shrouded by various degrees of mystery and peril.  In this talk, all three approaches will be deconstructed and explained in a epic ground-up live coding battle.	Intermediate	Python Concurrency From the Ground Up: LIVE!	Friday	2015-04-10 15:15:00	2015-04-10 16:00:00
Low level operating system functions such as memory management, shared memory, and how the linux kernel keeps track of process information can seem intimidating to high level Python application developers. This talk will provide a gentle, high level overview of how memory works, and introduce some tools, scriptable in Python, to introspect and play with system memory. This talk will demonstrate that such a tool can be easily used to search process memory and kernel memory for interesting patterns and data.	Ying Li	Security	Gumshoes, the rogue program `san_diego.py` is threatening to cause havok!  What is it doing to hide itself?  What kind of things is it doing?  Who might it be communicating with?  RAM is a big place - how can we even find it, much less any of this information? Stay tuned and find out!	Intermediate	"Where in your RAM is ""python san_diego.py""?"	Sunday	2015-04-12 13:10:00	2015-04-12 13:40:00
As the author of many applications and libraries in Erlang and Python I often switch from one to the other during the day. The usage of Erlang definitely changed the way I am coding in Python.  This talk will cover some techniques that are used in Erlang and other functional programming languages and how they can be used to solve problems in more performant, robust and/or concise ways than the standard practices in Python. It will also discuss some possible changes to Python and how such changes could improve its usage by the community.	Benoit Chesneau	Best Practices & Patterns	What can we learn from Erlang for building reliable high concurrency services? This talk will shows some techniques used in Erlang and how they can be used to solve problems in a more efficient way in Python. It will also discuss how Python could evolve accordingly.	Intermediate	What Python can learn from Erlang?	Friday	2015-04-10 13:55:00	2015-04-10 14:25:00
Wheels are the new standard of python distribution and are intended to replace eggs. Support is offered in pip >= 1.4 and setuptools >= 0.8. The wheel format is now the recommended way to ship Python packages on PyPI. Wheels make it possible to very quickly install Python packages on all supported platforms. Packages with compiled extensions can be packaged as platform specific wheels (e.g. 32 bit Windows) so that users do not need a compiler or any other developer tool to pip install them. As part as my involvement as release manager for the scikit-learn project I have spent time and effort to setup an automated CI infrastructure that generates and tests wheel packages for all our supported platforms (Windows, OSX and Linux). This setup makes it possible to support all recent Python versions (2.6+ and 3.3+), both on 32 bit and 64 bit architectures. The goal of this talk is to share the experience and tools I used or developed along this journey. In particular this talk will cover:   how to configure Travis CI to build and test wheel packages for Linux and OSX,   how to configure AppVeyor CI to build and test wheel packages for Windows,   how to embed third party dynamic libraries (.dylib or .dll) in a wheel   package on OSX and Windows to make it independent of non-Python dependencies,   how to setup 32 bit and 64 bit C/C++ and fortran compilers under Windows,   how to maintain a project specific wheelhouse using a public cloud container   such as Amazon S3, Rackspace Cloud Files, Microsoft Azure Blobs  or Google Storage.   how to automate PyPI releases to upload the artifacts generated by CI workers  for a specific tag of your project.   Hopefully by the end of this talk you will have all the necessary pointers and tools to help the Python community build wheel packages for all the projects and all the platforms.	Olivier Grisel	Testing	"Practical guide to build and test wheel packages for all platforms using free
Continuous Integration services such as Travis CI (Linux and OSX) and AppVeyor
(Windows)."	Intermediate	Build and test wheel packages on Linux, OSX & Windows	Saturday	2015-04-11 14:35:00	2015-04-11 15:05:00
"Continuous Deployment is the idea of changes to software being released at extremely frequent intervals as opposed to on a release timetable, and has become a popular method of deploying, in particular, hosted web applications. For many developers and operations professionals, the idea of continuous deployment is not just an end goal, but a process -- it's a continuum.   At one end you start with manual deployment, running commands on boxes.  Then you automate that.  Then you might get a release down to one click to deploy everything, but different manual steps for quality assurance, and those ""turn your keys all at once"" moments that involve several guys locked in a server room on a Saturday night, just in case anything goes wrong.   And something always does. Getting there to Continuous Deployment all the way is great, but getting there even part of the way (and implementing some of the concepts) can yield great improvements in one's day to day job of dealing with software releases.  Along the way, you'll learn about using automation at maximum efficiency to make sure things don't go wrong, and when they do, that you can recover painlessly. This requires many things - an automated development environment that resembles production, a continuous integration system (like Jenkins), a stage environment that even more closely resembles production, integration tests running against this stage environment, and a production environment -- all connected together in sane ways. Combining them together, it's possible to have software decide when to ship code, not humans. In this talk, we'll show you how, giving specific examples of how some major companies got to exactly the place you are going. One of the tools we'll show off is Ansible, a powerful python-powered automation tool, which is one of the top 6 python projects on GitHub in terms of forks today (out of hundreds of thousands of projects).  Ansible's really popular in DevOps circles, due to it's agent-less nature and very large toolbox of included modules.   While it serves many other needs, it was also written specifically for the purpose of enabling zero-downtime rolling updates of infrastructure. We'll show how Ansible can interact with monitoring systems and load balancers to orchestrate updates of complex multi-tier environments, that happen while you sleep, allowing you more time to spend on the coding and IT tasks you want to spend time on, rather than repeating the same manual steps each time you deploy your software. No matter what automation tools you use or whether you adopt a C.D. workflow fully, the lessons learned on the path to continuous deployment will change the way you build, test, and release software for the better."	James Cammarata	Systems Administration	"Continuos Deployment is the act of deploying software constantly.  The idea is if ""release early, release often"" is good, releasing very often is better.  It's not trivial.   Automation is part of the battle, and testing is another.   Learn to use tools like Jenkins and Ansible to move from deploying software once a month to 15 times every hour, and why you'll want to."	Novice	Achieving Continuous Delivery: An Automation Story	Saturday	2015-04-11 13:40:00	2015-04-11 14:25:00
Every wanted to get your feet wet in 3D graphics and animation? Well, you're in luck! This hands-on workshop is a beginner's introduction using Blender and the Blender API. No 3D experience necessary. We'll start off with a quick intro on basic computer graphics (like how 3D models are represented) and then dive into making your own models and scenes. After getting comfortable with the Blender UI, we'll tackle writing scripts to programmatically manipulate everything, from models to lights. You'll learn the quirks of the Blender API, write your very own Blender add-on, and maybe even contribute back to the Blender community. Please bring a mouse with a scroll wheel.	Jenny Cheng	Other	Blender is an amazing open source graphics suite that lets you create animations, edit videos, and much more! It includes a Python API so you can script model creation and animation. Come get started with Blender and the Blender API. You'll learn the basics of 3D modeling and animation, get a guided tour of Blender's features, and write your very own Blender add-on!	Intermediate	Intro to 3D Graphics with Blender and the Blender API	Wednesday	2015-04-08 13:20:00	2015-04-08 16:40:00
"Supervisor is a popular Python application that lets you control and monitor process state on UNIX-like systems. We'll talk about Supervisor's history and its most basic usage, including how to start and stop programs using supervisor and its most basic configuration.  We'll show its RPC API, which allows you to automate supervisor-related tasks.  We'll describe the concept of ""event listeners"" which are programs that receive messages from supervisor when some state has changed, and which can send email or other types of messages, and start, restart, or stop processes.  We'll show how real-world supervisor deployments might go, including how to use the Supervisor installation that's already on your operating system as well as using supervisord inside a Docker container.  Finally, we'll describe what's coming up in Supervisor's future."	Chris McDonough	Systems Administration	Supervisor is a popular Python application that lets you control and monitor process state on UNIX-like systems.  This talk describes what it is, and how to use it effectively to make your application deployments better.	Novice	Using Supervisor For Fun And Profit	Friday	2015-04-10 17:10:00	2015-04-10 17:40:00
"Until recently, the only good option for real-time stream processing in Python was to build your own home-grown solution atop worker-and-queue frameworks like rq or celery. Though these projects are good for distributing workload across Python processes and machines, they do not have built-in mechanisms for message reliability, fault tolerance, or multi-machine cluster management. A new open source project that was developed in the last year and has recently hit a major 1.0 milestone, streamparse, finally makes working with real-time data streams easy for Pythonistas. If you have ever wondered how to process tens of thousands of data tuples per second with Python using long-lived processes -- while maintaining fast throughput, high availability, and low latency -- this talk will give you an overview and deep dive. Detailed Talk Overview What is Storm? Apache Storm is a battle-tested stream processing framework that is already used in production by the likes of Twitter, Spotify, and Wikipedia. Storm has been shown to handle 1,000,000 tuples per second per node in benchmarks (reported by Nathan Marz, author of ""Big Data"" by Manning Press). It has also been shown to scale up to 1,200 nodes across a computation cluster (reported by Twitter). In other words, it is good stuff! Before streamparse, using Storm with Python was a bit painful. Fortunately, streamparse makes using Storm easy and Pythonic, in the same way that mrjob made using Hadoop easy and Pythonic. streamparse components streamparse has four major components:  A command-line tool, sparse, that makes creating Python projects that will work with Storm very easy. A Python module, streamparse, that implements Storm's multi-lang protocol; we call this the IPC (inter-process communication) layer. Extensions for Fabric that allow you to manage a remote cluster of Storm machines, complete with Python dependency management. A thin Java interop layer written in Clojure and accessed with lein that makes it possible for you to manage a Storm cluster and compile Storm topologies from the command line; the Java bits are hidden from the streamparse user so they can work in pure Python.  These will be covered in the talk. Real-world stream processing This talk will also provide an overview of stream processing challenges, and put this in the context of streamparse's (and Storm's) internal architecture. Attendees will be able to use this knowledge to quickly build their own Python-on-Storm topologies, for example implementing a scalable ""real-time word counter topology"" in Python using only a few keystrokes. The talk will conclude by showing how we currently use streamparse, Storm, and Kafka in production to process billions of page views per month of analytics data with sub-second latencies."	Andrew Montalenti	Python Libraries	Real-time streams are everywhere, but does Python have a good way of processing them? Until recently, there were no good options. A new open source project, streamparse, makes working with real-time data streams easy for Pythonistas. If you have ever wondered how to process 10,000 data tuples per second with Python -- while maintaining high availability and low latency -- this talk is for you.	Intermediate	streamparse: real-time streams with Python and Apache Storm	Sunday	2015-04-12 13:10:00	2015-04-12 13:40:00
Test-driven development is a process for writing software that can be safely changed by fallible human beings. Change is inevitable as bugs are found, requirements change and dependencies (operating system, libraries, language) change from under you. Unfortunately as programmers we can only keep so much information in our memory at any given time, not to mention our tendency to make mistakes of every sort. The combination is problematic:  How do we know our software does what we think it does? How do we change our software without breaking existing functionality?  In this talk you'll learn the process of test-driven development (TDD). In TDD the automated tests that will validate the code's correctness are written before the actual code is written. Since the tests will fail before the code is written and pass when it is done we can be sure the code is correct. Since all code has tests we can notice when changes to the code break existing functionality. Writing tests before code may seem confusing or difficult but as you will see it's actually fairly simple to do. The talk will break down the process into clear detailed steps, allowing you to start using TDD on your software projects immediately.	Itamar Turner-Trauring	Testing	Software is maintained by humans with limited memory and an unfortunate tendency to make mistakes. Test-driven development (TDD) can help you work around these design flaws by providing a permanent, automated specification for your code. Learn how to implement TDD when bug fixing and implementing new features and how this process will ensure your code is correct both now and in the future.	Intermediate	A Beginner's Guide to Test-driven Development	Saturday	2015-04-11 12:10:00	2015-04-11 12:55:00
PyPy.js is an experiment in building a fast, compliant, in-browser python interpreter. By compiling the PyPy interpreter into javascript, and retargeting its JIT compiler to emit asmjs code at runtime, it is possible to run python code in the browser at speeds competitive with a native python environment. This talk will demonstrate the combination of technologies that make such a thing possible, the results that have been achieved so far, and the challenges that still remain when trying to take python onto javascript's home turf. We'll cover: an overview of PyPy and why it's a good fit for this type of project; an introduction to asmjs and the rise of javascript as a compile target; what it looks like when you smoosh these two technologies together; a comparison with other approaches such as brython and PythonJS; and some concrete suggestions for how the result might be useful in practice.	Ryan Kelly	Other	PyPy.js is an experiment in building a fast and compliant in-browser python interpreter, by compiling PyPy into javascript and retargeting its JIT to emit javascript code at runtime. This talk will demonstrate the combination of technologies that make such a thing possible, the results achieved so far, and the challenges that still remain when taking python onto javascript's home turf.	Intermediate	PyPy.js: What? How? Why?	Friday	2015-04-10 11:30:00	2015-04-10 12:00:00
"Introduction We start by motivating the running example I'll be using throughout this talk to illustrate the techniques: making a ""linguistic"" street map of Singapore. Why make this map? Why is there so much linguistic diversity among Singapore street names in the first place? I'll answer the latter question with a 2-minute history of Singapore presented via maps. Building a baseline classifier with scikit-learn Next we'll very rapidly go through the steps of building a baseline classifier with scikit-learn: this is basically the contents of the ""Working with Text Data"" tutorial. We'll do data wrangling with GeoPandas, establish a classification schema, build character n-gram features, select a classifier, perform the classification, and evaluate the baseline result. Adding custom feature Pipelines We now look at ways of improving the classifier over the baseline. I'll show how to add custom features beyond those included in scikit-learn, how to build Pipelines for those features, and how to use FeatureUnion to glue them together. Tuning hyperparameters with GridSearchCV() We then look at how to tune hyperparameters using GridSearchCV(). We'll discuss what happens under the hood when you use GridSearchCV(), and how to choose which hyperparameters to experiment with, focusing on Linear SVC as an example classifier. Making the map I'll outline the steps needed to go from the classification results to a whole map using OpenStreetMap data, with the heavy lifting largely provided by Mapnik, a C++ tool for developing mapping applications with Python bindings. It's actually easier than you might think! Conclusion We'll recap what we've done and review which method of improving the baseline classifier worked best: more data, adding features, hyperparameter tuning, or swapping out classifiers?"	Michelle Fullwood	Python Libraries	Have you built a classifier in scikit-learn with out-of-the-box features, been disappointed with the results, and wanted to know where to go next? This talk shows how to add your own feature Pipelines and how to tune hyperparameters using GridSearchCV. We'll apply this to the problem of classifying streetnames in Singapore by linguistic origin, and turn the results into a colour-coded street map.	Intermediate	Grids, Streets and Pipelines: Building a linguistic street map with scikit-learn	Friday	2015-04-10 14:35:00	2015-04-10 15:05:00
Why does no one talk about the bytearray? With what great hopes was it added to the Python language? It might nearly be suspected of violating “there should be one obvious way to do it” by supporting a whole parallel ecosystem of shadowy techniques for parsing data and accelerating I/O while dodging normal Python strings. What do these techniques really accomplish? This talk will make practical and honest comparisons about the damage that bytearray techniques can do to your code as you contort it into ever more interesting shapes to try to minimize the number of times you copy data. After all, you reason, modern processors are usually starved for more data from RAM, and any technique that reduces the number of times string operations copy data into new regions of memory has got to be a win — right? Not nearly as often as you think. Through benchmarks and careful observation, we will learn when to identify those rare situations where sheer data copying is genuinely a limiting factor in your application’s performance — and how, in those situations, to pull out the bytearray and let it roll. Its effect in PyPy and Cython will be compared to our mental model of how it improves performance in vanilla C Python.	Brandon Rhodes	Python Core (language, stdlib, etc.)	Python string operations are profligate in their use of memory — the steps necessary to parse an HTTP request often make four or five copies of every incoming byte. But does it matter? This talk explores the “bytearray”, shows how its proper use dramatically reduces copying, but then uses metrics and visualizations to determine whether any increase in performance is worth the added complexity.	Intermediate	Oh, Come On. Who Needs Bytearrays?	Saturday	2015-04-11 16:15:00	2015-04-11 17:00:00
SaltStack (Salt for short) is a system management platform written in Python.  In this session, we will start from the beginning.  We will learn how to install salt and get it set up on a system.  We will learn how to run commands from our Salt “Master” to our Salt “Minions”.  We will also delve a little bit into the State system in Salt, which is Salt’s take on configuration management. This talk will give you the tools to get started managing your systems with Salt.  You’ll be able to immediately begin using it to make your job of managing your servers easier. Assuming we still have time, we’ll look a little deeper into what’s going on underneath the commands we are sending, and discover just how easy it is to extend SaltStack for our specific needs, via custom execution modules and state modules. This talk will be useful for anyone who administrates systems.  This includes the devops community, system administrators, and even people who want to use SaltStack for their personal servers.  It will also be a great introduction to one of the biggest Python projects on Github, for those looking for a great project to which they can contribute.	Colton Myers	Systems Administration	Are you still using SSH to manage your servers? Deploying code manually with rsync? There’s a better way. SaltStack is one of the latest and greatest tools for system management. Once you have a foundation of lightning-fast remote execution, you can build anything on top of it. Plus, it’s written in Python, and easy to extend!	Novice	Managing Your Infrastructure with SaltStack	Saturday	2015-04-11 17:10:00	2015-04-11 17:40:00
What with the proliferation of device/applications for remotely controlling everything from your lights to your coffee maker, and with the release of HomeKit in iOS 8, it's clear that companies big and small are getting into the home-automation game. But why just not do it yourself? In this talk, I'll show you everything you need to know to turn your boring window-unit air conditioner into a wifi-enabled, remotely controllable smart-thermostat. With a couple components, a Raspberry Pi, and some handy Python libraries, you'll not only have the tools to make yourself a Smart AC, you'll be able to execute other cool home-automation projects you've dreamed up. (I'm thinking an alarm for the morning that starts my coffee pot.) You do not need to have any previous experience with Raspberry Pi or hardware projects! I'll go over the simple circuits you'll make, tips for debugging hardware, and the libraries you'll need. I’ll also cover how to set up a simple flask server that will allow you to communicate with your device from your web browser. I'll wrap up the talk with pointers to some excellent resources and a quick video demo of my Smart AC in action.	Miriam Lauter	Other	Looking for a fun, useful Raspberry Pi project? Want to connect your household appliances to the internet? Come learn how to build your own 'smart' air conditioner using a Raspberry Pi, a bit of hardware, and, of course, Python. Plus, you can save energy and never have to come home to a sweltering bedroom again.	Novice	Make your own Smart Air Conditioner	Friday	2015-04-10 14:35:00	2015-04-10 15:05:00
You might think of the Linux kernel as something that only kernel developers need to know about. Not so! It turns out that understanding some basics about kernels and systems programming makes you a better developer, and you can use this knowledge when debugging your normal everyday Python programs. We’ll talk about how to use strace, ltrace, /proc, and friends to debug your servers and your misbehaving programs. A few specific tricks we’ll cover:  how to recover files with /proc (and other tricks) using strace to understand programs without reading their source code easily hunting down which log file a program is writing to and what commands it’s executing  You’ll come away with a new toolset for debugging your programs that works in any programming language. This talk will be focused on Linux tools, with some references to their OS X counterparts.	Julia Evans	Other	You might think of the Linux kernel as something that only kernel developers need to know about. Not so! It turns out that understanding some basics about kernels and systems programming makes you a better developer, and you can use this knowledge when debugging your normal everyday Python programs.	Novice	Systems programming as a swiss army knife	Saturday	2015-04-11 10:50:00	2015-04-11 11:20:00
This talk is part coding, part lessons learned. We will do a hands on walk through of a couple of web scrapers. During the walk through, we will stop periodically to discuss to how the web works and how web pages are constructed. These stopping points will help break down how to get the content that we are looking for. Besides looking at how websites are put together, we will also discuss the ethics of scraping. What is legal? How can you be a friendly scraper, so that the administrator of the website you are scraping won’t try to shut you down? Lastly, we will cover some projects where folks used scraping techniques and the projects that came out of those. We will also share some datasets that could be scraped for inspiration, and how to get started with those examples.	Jackie Kazil,Sisi Wei	Python Libraries	Sometimes data does not come in a format that we would like it in, and we need to other mechanisms to collect data. This tutorial taught, from the perspective of a data journalist and a data scientist, who will give you an overview of use cases of how some folks have used web scraping for data collection, how to get started, where to find data, and what are the ethics behind it.	Novice	How to start web scraping	Thursday	2015-04-09 13:20:00	2015-04-09 16:40:00
"Four years after the Arab Spring and two years after the Snowden revelations about NSA spying, it appears that little has changed. We'll answer the question ""what now?"" by remember the ad-hoc activist cluster Telecomix. Called ""Tech Support for the Arab Spring"", Telecomix helped keep Egypt & Syria online, using everything from encryption to dialup modems and fax machines. We helped to catch a US company selling surveillance to dictators, defend journalists against Chicago cops and rally thousands to the streets of Europe against the ACTA copyright treaty. We spend more time hanging out on IRC than is technically healthy. This talk will reflect on lessons learned during last three years of hands-on ""hacktivism"" and explore similarities with the free software community. It's a follow-up to a 2011 Pycon lightning talk given shortly after the Tahrir Square protests."	Pete Fein	Community	Four years after the Arab Spring & 2 years after Snowden, little has changed. What now? This talk will remember Telecomix, an ad-hoc activist cluster that supported free communication around the world. Stories of humans and machines, reflection on 3 years of hacktivism & exploration of similarities to the free software community. It follows a 2011 Pycon lightning talk given after Tahrir Square.	Novice	Free Software, Free People	Sunday	2015-04-12 13:10:00	2015-04-12 13:40:00
"How to not read code This talk will cover three strategies for exploring codebases that go beyond ""just read the code!"". I'll outline each strategy, provide tools that are useful for each one, and give a short demonstration of answering a real question using that strategy.  Code as nature & the programmer as naturalist (with inspect/cinspect) Science! Hypothesis-driven exploration (with timeit) Code as architecture: Guided tours (with ack) "	Allison Kaptur	Python Core (language, stdlib, etc.)	"Have you started to read the source code of CPython but not gotten as far as you wanted? Maybe you want to understand more about CPython but don't know where to begin. I'll present a number of strategies for getting more familiar with Python under the hood that go beyond ""just read it!"" This talk isn't about contributing - it's about getting into the code base and discovering interesting things."	Novice	Exploring is never boring: understanding CPython without reading the code	Saturday	2015-04-11 14:35:00	2015-04-11 15:05:00
"The world is full of badly designed and difficult to use Web APIs. The REST architecture tries to make APIs better by defining a set of guiding principles that give APIs a predictable behavior modeled after the familiar HTTP protocol of World Wide Web fame. Unfortunately some of the REST principles are hard to grasp, so many APIs implement them incorrectly. For example, developers used to build APIs using other paradigms may find the focus on resources and the state transitions unconventional. Also, some of the REST principles go against well established practices for building traditional Web applications, so developers that transition to APIs usually apply techniques they learned before, such as those involving user sessions or cookies, without knowing or understanding why those are frowned upon in APIs. Now don't get me wrong, I have built bad APIs as much as the next person, so in this session I do not plan to point fingers at anyone. My intention is to explain the REST principles as I understand them and in plain English, so that the next time you design an API you have all the elements to decide if this approach is the right one for your project. I will sort the six principles by their level of complexity and then systematically go through them starting from the easier ones. For each one I will tell you what do you gain if you abide by it, and what do you lose if you don't. I will give special attention to the ""Uniform Interface"" principle, the most complex of the set, which I will cover as four sub-topics. To conclude, I will do a live demonstration, where I will play the part of an API client and show you how to access an example API written in Python with the Flask microframework. Starting with the API documentation as a guide I will show you how to work with this example API using a command line HTTP client."	Miguel Grinberg	Best Practices & Patterns	Writing a fully complaint REST API is hard, so hard it is too common for APIs to violate one or more of the REST architectural principles. In this talk I will describe the six REST principles, and I will tell you what happens if you don't follow them.	Intermediate	Is Your REST API RESTful?	Friday	2015-04-10 16:15:00	2015-04-10 17:00:00
Machine learning is the branch of computer science concerned with the development of algorithms which can be trained by previously-seen data in order to make predictions about future data. It has become an important aspect of work in a variety of applications: from optimization of web searches, to financial forecasts, to studies of the nature of the Universe. This tutorial will explore machine learning with a hands-on introduction to the scikit-learn package.  Beginning from the broad categories of supervised and unsupervised learning problems, we will dive into the fundamental areas of classification, regression, clustering, and dimensionality reduction.  In each section, we will introduce aspects of the Scikit-learn API and explore practical examples of some of the most popular and useful methods from the machine learning literature. The strengths of scikit-learn lie in its uniform and well-document interface, and its efficient implementations of a large number of the most important machine learning algorithms. Those present at this tutorial will gain a basic practical background in machine learning and the use of scikit-learn, and will be well poised to begin applying these tools in many areas, whether for work, for research, for Kaggle-style competitions, or for their own pet projects.	Jake VanderPlas	Science	This tutorial will offer an introduction to the core concepts of machine learning and the Scikit-Learn package. We will introduce the scikit-learn API, and use it to explore the basic categories of machine learning problems and related topics such as feature selection and model validation, and practice applying these tools to real-world data sets.	Intermediate	Machine Learning with Scikit-Learn (I)	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
Introduction Python developers often seem apprehensive about descriptors. This talk aims to remove some of the fear surrounding writing custom descriptors. Definition A descriptor is a class that allows the programmer to define how given attributes are accessed and modified on an object. They define one or more of the methods __get__, __set__, or __del__. This allows the user to specify how attributes are declared and used with a greater deal of precision than a standard attribute declaration on an object. Common Examples Some relatively common examples of descriptors used in Python include decorators such as @property and @classmethod, which serve as a shorthand for relatively simple descriptors. Database Object Relational Mappers (ORMs) that interface with Python, such as used with Django, often take advantage of descriptors to simplify the declaration of attributes and control the data types being stored, which would otherwise be tedious given Python’s duck typing. Ever get a read-only property error? This is often the side effect of a descriptor with a __get__ method defined but no __set__ method defined. Making your own custom descriptors to simplify code With descriptors, Python developers can have greater control of code with less repetition. It is important to avoid circular loops which can occur when getting or setting attributes within the __get__ or__set__ variables within Python. And in case anything goes wrong, the appropriate Exceptions should be used to ease use and allow for debugging.	Laura Rupprecht	Python Core (language, stdlib, etc.)	The Python library uses descriptors frequently, but most developers overlook this feature. This talk will cover what a descriptor is, the current uses in the standard library, and how custom descriptors can be used in a developer’s toolset to eliminate repeated code.	Intermediate	Describing Descriptors	Saturday	2015-04-11 15:15:00	2015-04-11 15:45:00
Please see the outline, which combines the abstract with a detailed approach to how present this talk.	Jim Baker	Python Core (language, stdlib, etc.)	"So how did we get to Jython 2.7 anyway? And what are our future plans?
In this talk, you will get a taste of how Jython works, some new
functionality, and especially how Jython leverages both Python and
Java to provide a very compatible solution."	Experienced	Getting to Jython 2.7 and beyond	Sunday	2015-04-12 14:30:00	2015-04-12 15:00:00
0. Background High-quality free satellite data is available nowadays for simple download from agencies such as NASA, NOAA, ESA or the USGS. Imagery to resolutions of about 15-30m is detailed enough to map regional processes, be they environmental, industrial, or related to catastrophic events. But even coders who use GIS data as a matter of course are not often comfortable generating their own RGB raster maps. On the other hand, students and researchers in geospatial disciplines are often stuck in clumsy GUI-driven software and are unfamiliar with how a general purpose scripting language with excellent library support can help them.  This talk aims to bridge this gap: to give Python coders the enough knowledge of the anatomy of a satellite imagery scene, show researchers the power of Python, and point both to the best libraries to get both groups started on their mapping project. 1. For example, natural hazard mapping with Landsat. Satellite imagery comes in many data file formats, from the straightforward to the frustrating and convoluted. We will spend the bulk of the talk on the easiest format: GeoTIFF, which is essentially a TIFF file with extra tags with information about data types, geographic extent and map projection. Luckily, GeoTIFF is not only the most friendly format for satellite imagery, it is also the one used by US Geological Survey, which distribute images from the Landsat family of earth observing satellites.  Landsat images are not super-high resolution, but good enough to show roads, fields, rivers, industrial installations, forests, and  landscape structures. Their quality is superb. An example is this before/after image of a pond at the Mount Polley mine in BC, Canada, which, in early August, 2014, developed a breach and released toxic wastewater into the surrounding waters.   2. Data details  The scene comes as a zip file or tarball which contains a plain-text metadata file and, depending on the version of the satellite, a varying number of GeoTIFF files with the same footprint. Any three of these are used to make false-color RGB images.  We will use the GDAL library to read the images. This provides access to the data itself appears as Numpy arrays. GDAL makes it easy to relate rater indices to geographic location, while Numpy takes over the task of subsetting and data type conversion. The wrapper classes I have written remove some of the complexity. High-quality maps are generated with Matplotlib's Basemap toolkit, and all code will be available in iPython notebooks.  3. Beyond Landsat A short section at the end of the talk will be devoted to data file formats that are less accessible than GeoTIFF, specifically HDF-EOS (used by NASA) and HDF5 (used among others by NOAA). HDF5 in particular is worth knowing as it is a good choice for storing your own raster data.  It turns out that making raster maps from satellite data is in no way harder than using shapefiles for GIS applications. Both can be combined using the Basmeap and/or the powerful shapely/fiona set of libraries An animation]4 is online, and some code examples can be found in IPython notebooks here and here. 	Chris Waigl	Science	Concerned about urban sprawl, landscape change or ecosystem recovery? Wildfire, drought or flooding? A vast amount of satellite data, collected since the 1970s, is freely available for your next mapping project. I will demonstrate how Python helps to make sense of odd scientific data and metadata formats and produce beautiful visualization and map products.	Novice	Satellite mapping for everyone	Friday	2015-04-10 13:55:00	2015-04-10 14:25:00
"We'll discuss each kind of the most prevalent security flaws at the theoretical level, then using a specially-crafted, deliberately vulnerable app, individuals or pairs will carry out exploits against these flaws, and we'll discuss strategies for mitigating each type of attack in several popular Python frameworks. We'll be using the OWASP Top 10 as our topic roadmap, addressing issues such as:  Injection Attacks Broken Authentication & Session Management Cross-Site Scripting (XSS) Insecure Direct Object References Security Misconfiguration Sensitive Data Exposure Missing Function-Level Access Control Cross-Site Request Forgery (CSRF) Using Components with Known Vulnerabilities Unvalidated Redirects and Forwards  You'll want to set your brain to ""devious"" mode; you'll also need a laptop with Python 2.7 or 3.3 (or a buddy you can pair with). Having pip and virtualenv will be useful too, as will having Git installed to pull down the code we'll be working with. Attendees do not need prior security experience; this tutorial is aimed at intermediate web developers who are interested in gaining hands-on experience with simple forms of the most common attacks. Attendees should have some experience with Python, Javascript, and SQL, and may benefit from at least a passing familiarity with Django (eg, previously attending a Django tutorial or working through the online tutorial)."	Mike Pirnat,David Stanek	Security	The Internet is a dangerous place, filled with evildoers out to attack your code for fun or profit, so it's not enough to just ship your awesome new web app--you have to take the security of your application, your users, and your data seriously. You'll get into the mindset of the bad guys as we discuss, exploit, and mitigate the most common web app security flaws in a controlled environment.	Intermediate	Shiny, Let's Be Bad Guys: Exploiting and Mitigating the Top 10 Web App Vulnerabilities	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
If we assume that more and more of the web will be built in the frontend with tools like AngularJS and Backbone.js, where does Python fit into that ecosystem?  If we love Python (and I do!) we want to position it well as part of that ecosystem. This means, among other things, that we want to best and most robust tools for building REST interfaces on the server side. These tools should be simple to pick up but powerful under the hood.  Today's REST ecosystem in Python is underpowered for the world we're heading into. We'll cover the state of the art in REST, as well as the areas where our tools can do a better job to support us.	Jeff Schenck	Web Frameworks	As frontend web frameworks like AngularJS and Backbone.js take over, is Python on the server destined to be demoted to a basic REST interface? If we embrace our new JavaScript overlords, how do we ensure Python is best positioned for this new world of REST on the server?	Intermediate	The REST Ascendancy	Friday	2015-04-10 17:10:00	2015-04-10 17:40:00
