abstract	author	category	desc	level	title	weekday	start_dt	end_dt
The creation of binary executables has traditionally not been well-supported in the Python ecosystem, whether because the community gravitated towards supporting open-source software patterns where release of the source code is not an issue, or because Python applications were so often deployed as services that customers accessed remotely instead of installing on their own machines. But the future has now arrived: there are not one, but two competing solutions that will compile your Python to a real executable — that carries neither your raw Python code nor easily disassemblable .pyc files inside! The talk will explore the features of Nuitka, built from the ground up to compile Python, and Cython, which is able to do exactly the same thing as a side-effect of its main purpose: to interface Python and C/C++ for scientists and engineers. How do they differ in their features and in the resulting executable? What limits does each project place on the code that you can compile and distribute, and on the third-party libraries that you will be able to use? The talk will include a background on the difference between compilation and interpretation; a look at the features of source code versus byte code versus machine language; and the performance, unexpected error messages, and lessons learned from using both Nuitka and Cython to compile executables for distribution to real customers!	Brandon Rhodes	Best Practices & Patterns	It was once quite painful to build your Python app as a single .exe file. Support forums filled with lamentations as users struggled with primitive tools. But today, two separate tools exist for compiling your Python to real machine language! Come learn about how one of the biggest problems in commercial and enterprise software has now been solved and how you can benefit from this achievement.	Intermediate	The Day of the EXE Is Upon Us	Sunday	2014-04-13 14:30:00	2014-04-13 15:00:00
Every piece of software delivers a combination of supported behavior (“what must be”) and incidental behavior (“what happens to be”). Good software differentiates between the two. Great software uses every tool and technique available to describe the two and the difference between them to ease the work of clients, authors, and maintainers. The full behavior that a software module provides can be associated with a single exact point in the space of all possible behaviors. The behavior that that module guarantees is, for software modules of any significant size or complexity, specified less than completely, and thus can be associated with a continuum of points in the space of all possible software behaviors. We define a software module’s behavioral envelope as this continuum of allowed behaviors. Acknowledging the role that documentation and type systems play in shaping and describing a module’s behavioral envelope, we focus the bulk of our talk on how software testing isn’t today being used to reason about behavioral envelopes, how it could be, and why it should be. Testing code for algorithmic correctness is a great start on the path to stable, maintainable software, but it’s only a part of the battle. We introduce the idea of defining a behavioral envelope for your software via machine-executable tests. Such tests inform good API design and sustainable test architectures. Your tests become a critic of your design, and if you delay tests it can be the smell of technical debt creeping into your codebase. We conclude by expanding our ideas to rethink the craft of software engineering itself not as assembling simpler behaviors into more complex behaviors but rather joining simpler envelopes of guaranteed behavior into more complex and more powerful envelopes of supported behavior.	Augie Fackler,Nathaniel Manista	Best Practices & Patterns	Guaranteed behavior makes software modules useful. Software guarantees are commonly incomplete with good reason: promises that are narrow and few are most easily kept across wide ranges of platforms and long times. We define the space of a module’s allowed behavior to be its “behavioral envelope” and show that thinking and speaking in terms of envelopes eases maintenance and makes APIs delightful.	Intermediate	Deliver Your Software In An Envelope	Sunday	2014-04-13 13:10:00	2014-04-13 13:40:00
In recent years the Representational State Transfer (REST) architecture has emerged as the predominant design style for web based services. In this session you will learn about RESTful web services and how they can be implemented using the Flask microframework. Why REST? Because REST is simple and lightweight. And because the most popular implementation of the REST design is no other than HTTP, the protocol that powers the World Wide Web. Clients and servers of RESTful web services implemented on top of HTTP can take advantage of the huge existing infrastructure that powers the web. In this session you will see how easy it is to implement a web service on a general purpose web framework. Why Flask? Flask is a small, easy to use, yet fully featured open source web microframework written in Python. Its code is concise and well written, you can read it all and understand it. As you will see in the demonstration part of the session, the straightforward way in which responses to web requests are written in Flask enables developers to create easy to maintain implementations of RESTful web services.	Miguel Grinberg	Web Frameworks	"Flask is a web framework for Python based on Werkzeug, Jinja 2 and good intentions. It is considered a micro-framework, but don't get the ""micro"" part fool you; Flask can do everything the ""others"" can do, many times in a simpler, leaner way.  This session will introduce you to Flask as an engine to build RESTful web services."	Novice	Writing RESTful web services with Flask	Saturday	2014-04-12 13:40:00	2014-04-12 14:25:00
"Memcached is a distributed, in-RAM key/object store which does O(1) everything. I will first describe the memcached basics: what a typical memcached API looks like, how memcached behaves as a distributed system, how to name your keys smartly, and what memcached can't do for you. I then detail some memcached internals that are essential to know to use it properly: how memcached divides its memory in pages and slab classes, how it decides what data to evict when its memory is full, and how the memcached LRU cache behaves. Finally, we get our hands really dirty with concrete Python examples of using memcached in the wild: how to use memcached to speed up an object's JSON serialization, how we can cache large objects in memcached with either a paginated cache or a 2-phase fetch approach, what is a ""thundering herd"" and how to prevent it, and how we can write smart decorators to minimize code rewrite and avoid cache misses."	Guillaume Ardaud	Best Practices & Patterns	Memcached is a popular, blazing fast in-RAM key/object store mainly used in web applications (although it can be used in virtually any software). You will walk out of this talk with a solid understanding of memcached and what it does under the hood, and become familiar with several patterns and best practices for making the most of it in your own Python applications.	Intermediate	Cache me if you can: memcached, caching patterns and best practices	Friday	2014-04-11 11:30:00	2014-04-11 12:00:00
This talk is an introductory overview of Brython: a brand-new browser-based implementation of Python that compiles to JavaScript as the page is loaded. Why Client-side Python? Explain potential use cases of Python on the client side. Many attempts have been made to compile Python to Javascript; most are experimental.  Intro to Brython Discuss current features of Brython and how they're implemented from a source code perspective.   Case Study Demo a widget made in Javascript and that same widget made in Brython in terms of performance and ease of implementation. Limitations and What's Next Discuss what's missing in Brython and what potential new features should be added to Brython. What is The Future of Client-Side Python? Why does Client-side Python have a long way to go? Both technical and non-technical issues prevent client-side Python from becoming more widely adopted. Discuss difficulties in getting client-side Python adopted as a mainstream tool.	Susan Tan	Other	Have you ever wished that you can write Python in the browser? Brython is an experimental Javascript library that enables you to leverage the elegance of Python on the client side. Novice programmers who are familiar with Javascript will learn about Brython, how Brython measures up against Javascript, and why getting client-side Python adopted as a mainstream tool is really difficult.	Novice	Python in the Browser: Intro to Brython	Saturday	2014-04-12 11:30:00	2014-04-12 12:00:00
In this tutorial we will first learn how to solve, simulate, and visualize multibody dynamics problems with Python. These methods and techniques play an important role in the design of robots, vehicles, spacecraft, manufacturing machines, etc. In particular, we will highlight the derivation of realistic models of motion with SymPy Mechanics. We will walk through the derivation of the equations of motion of a multibody system (i.e. the model or the plant), simulating and visualizing the free motion of the system, and finally we will add simple feedback controllers to control the plants that we derive. We will start with some simple college level physics problems such as the pendulum and mass spring damper and close with a more complex three dimensional problem, such as the control of a robotic arm. It is best if the attendees have some background with calculus-based college level physics. They should also be familiar with the SciPy Stack, in particular IPython, SymPy, and SciPy. Our goal is that attendees will come away with the ability to model basic multibody systems, simulate and visualize the motion, and apply simple feedback controllers all in a Python framework. Attendees will be expected to have fully read the README and installed all software  before coming to the tutorial. More information can be found in the following repository:  https://github.com/pydy/pydy-tutorial-pycon-2014	Jason Moore,Tarun Gaba	Science	In this tutorial we will first learn how to solve, simulate, and visualize multibody dynamics problems with Python. These methods and techniques play an important role in the design of robots, vehicles, spacecraft, manufacturing machines, etc.	Intermediate	Dynamics and Control with Python	Wednesday	2014-04-09 09:00:00	2014-04-09 12:20:00
This carefully constructed course will take a programmer with a basic understanding of Python to the next level. You should feel comforable with Python loops, variables, functions, and classes. From there we build your knowledge and cover some of the more exciting aspects of Python that tend to bite new Python programmers. With a unique, fast-paced combination of lecture and lab, the student will not only listen to the material, but try it out themselves. In addition, attendees will recieve a copy of the slides, a cheatsheet covering the material, and a copy of Treading on Python Volume 2. Bring a laptop with Python (2 or 3) installed and a desire to learn some more advanced features of Python.	matt harrison	Python Core (language, stdlib, etc.)	Are you new to Python and want to learn how to step it up to the next level? Have you wondered about functional programming, closures, decorators, context managers, generators, or list comprehensions and when you should use them and how to test them? This hands-on tutorial will cover these intermediate subjects in detail, by explaining the theory behind them then walking through examples.	Intermediate	Hands-on Intermediate Python	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
Automated testing by developers has been de rigeur for more than a decade now -- or has it? Unfortunately, there are still too many organizations and too many developers that do not use automated testing in a rigorous, disciplined way. It's no surprise that writing tests makes your code more correct. I'm going to focus in particular on the lowest level of automated testing, unit testing, with the aim of explaining one of its unexected benefits: unit testing improves the design of your code. Cleaner code isn't just an intellectual exercise: it's code that is easier to understand, easier to modify, easier to extend, and easier to reuse. Regular use of unit tests will not merely help you to write more correct code; it will make you a better programmer.	Greg Ward	Best Practices & Patterns	Unit testing is like public transit: everyone agrees it's a good thing for other people to do. It's easier to swallow when you see how unit testing improves not only the correctness of your code, but the design as well. I'll walk through a real-life case study where adding unit tests turned a pretty good module into an even better one: easier to understand, extend, and reuse.	Novice	Unit Testing Makes Your Code Better	Saturday	2014-04-12 14:35:00	2014-04-12 15:05:00
There's a gaping hole in Python advocacy: K-12 educators. Teachers are the front-lines of computer science and programming education, especially in countries where attending primary and secondary school is compulsory. Worldwide, resources to teach computer science are stretched very thin. Learn what we have to offer CS teachers and how you can help in your local area. I'll cover what it takes to find and offer a useful service to a teacher (not very much!), and the kinds of issues teachers face in the classroom. Also, you'll learn about the technologies teachers are most interested in and how you can help provide resources that a teacher can use in their classroom. Also learn about how software companies typically court school districts and educators. We're ceding too much ground to deep-pocketed proprietary software and hardware companies whose goals are largely to sell software and hardware through long-term government contracts and workforce training. Our communities should engage directly with teachers to explain what it is that we do, and how it is important and different than proprietary  development. Our goal as advocates should be universal computer and programming literacy. This is basic understanding of what a computer is, what algorithms are, what code is and how computers use them. Any child can learn these things, but these concepts are still rarely taught. Free and open source software enables literacy in a fundamental way. Anyone who believes in freedom on the web, personal liberty and democracy should be concerned about proprietary software companies dominance in the production of CS curriculum and their influence on teachers. Teachers want to use free and open source software. Let's make it easier for them to do it.	Selena Deckelmann	Education	There's a gaping hole in Python advocacy: K-12 educators. These are the front-lines of CS education, especially in countries where attending primary and secondary school is compulsory, and resources to teach CS are stretched very thin. Learn what we have to offer CS teachers and how you can help in your local area.	Novice	The Python Pipeline: Why you should reach out to local teachers and how to do it	Friday	2014-04-11 14:35:00	2014-04-11 15:05:00
At 2013's PyCon, the kids stole the show.  The Young Coder's workshop, comprised of two 1-day workshops, helped dozens of young and aspiring programmers explore Python for the first time.  The teaching materials we used were the same on both days - the same open-ended curriculum worked with varying degrees of success for kids from 10 to 16 years old.  The students worked on Raspberry Pis (which they were allowed to keep after the class). We also sent them home with books so that they could continue learning the way so many programmers do: hacking on their own. Since then, Young Coder classes have sprung up at regional and national Python conferences, organized by local user groups around the country, and some put on by individuals who want to see kids in their communities take their first steps in programming. These classes don't quite come together on their own, but with a little bit of effort anyone can do it.  This talk aims to go into detail about how to wrangle the supplies and people you'll need to get it done, along with all the little details that will ensure a class goes smoothly.  We'll also talk about the most important part of any class - teaching the kids!  You'll learn a few strategies for keeping kids engaged and sparking their imaginations so that they get excited about learning more.	Barbara Shaurette,Katie Cunningham	Education	Since PyCon 2013, interest in the Young Coders class has intensified. Several Python conferences have run their own, and classes outside of conferences - from one-time workshops to after school clubs - have sprung up as well.  With more people than ever interested in teaching Python to kids, we're here to address how to organize a class. It takes some effort to set up, but the payoff is enormous.	Novice	The Young Coder: Let's Learn Python (or, 'So, You Want to Run a Young Coders Class')	Friday	2014-04-11 13:40:00	2014-04-11 14:25:00
Performance testing and profiling is equal parts art and science. This talk will explore both sides of the virtuous cycle, and offer specific tips to make the most of continuous performance improvement, while helping you to avoid common pitfalls. Specifically, we will cover:  The various types of performance tests How to set up a performance testing environment, free of external influences How to make use of the standard library profile modules When you might want to look beyond the standard library How instrumentation can tie these two key techniques together 	Dan Crosta	Testing	"Donald Knuth famously said that we should avoid optimization 97% of the time and focus on the ""critical 3%"". How can we identify that 3%? How can we best focus our optimization efforts, and avoid the ""root of all evil"" that is premature optimization? This talk introduces key types of performance testing, and demonstrates how they can be paired with profiling techniques in a cycle of improvement."	Intermediate	Performance Testing and Profiling: A Virtuous Cycle	Saturday	2014-04-12 17:10:00	2014-04-12 17:40:00
When onboarding a few new team members (all with Rails backgrounds) onto our well-established Django project, a few questions kept coming up:   How do I change the value of this variable I'm passing down to the template? Why does this particular method get called when a user visits a particular URL? How does a request get from the server into the Django process? I haven't set this variable, and yet it's showing up fine in my template - why?  After helping out answering these, it became evident that what I thought was a cleanly and obviously laid-out framework with a clear path in an out...wasn't, at least to people new to the project. With that in mind, this talk will address a few fundamental components in the pathway on which a request turns into a response. Specifically, it will discuss:  A brief history of WSGI - how we ended up with that as a standard, and what problems it's solving (and opportunities it's opening up) for us as a language. The role of middleware as a cross-cutting plugin system that hooks into the request/response cycle, but without a context. Unlike most other things, why it get runs (in different ways) on both the request- and response-sides, and what this makes it easy to do. URL dispatching from the prespective of someone who's never used routes before, and how it makes sense to separate the external and internal representations of a resource. What precisely it is that makes up a view function, and how we can have two structures - class-based views and function-based views - which look totally differernt, but work out being the same effective thing. Context processors, and their role as the middleware of templates.  In the process of that discussion, this talk will weave together all these concepts into a streamlined walk though Django's request system, and how a GET from your browser ends up returning meaningful content.	Dan Langer	Web Frameworks	"A simple ""Hello World!"" page, served via Django, passes though a surprising number of layers & components. For a newcomer to the language or the platform, this can be overwhelming at the start. Here I'll take you on a drive through Django's request-response cycle, focusing on using its layered model to understand what's going on and get things done."	Novice	A Scenic Drive through the Django Request-Response Cycle	Saturday	2014-04-12 10:50:00	2014-04-12 11:20:00
When many people hear of matplotlib, they think rudimentary graphs that will need to be touched up in photoshop. This tutorial aims to correct that notion by showing attendees how to generate polished data visualizations by teaching them how to exploit the functionality provided by various matplotlib libraries, such as color, ticker, cm, axes, and basemap/cartopy and modify the visualizations provided by pandas.  Using various standard exploratory data analytics graphs as examples, this tutorial will teach the user how to work with the various components that go into a matplotlib figure. The matplotlib object model will be described in detail, including a discussion on subplots, layouts, and figures. Next comes a discussion on manipulating markers, lines, and color, creating custom colormaps, and customizing labels and ticks in all sorts of ways, including changing the size, font, color,  and placement. The talk will wrap up with an introduction to plotting simple GIS data, such as points and polygons and how to customize Pandas  visualizations. 	Hannah Aizenman	Python Libraries	When people hear of matplotlib, they think rudimentary graphs that will need to be touched up in photoshop. This tutorial aims to teach attendees how to exploit the functionality provided by various matplotlib libraries to create professional looking data visualizations.	Intermediate	Beyond Defaults:  Creating Polished Visualizations Using Matplotlib	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
"Over the past 8 years of programing Python professionally, I've used a bunch of concurrent/parallel APIs. I've written at least three concurrent APIs myself and influenced a few others. By far the most important part of these APIs is fan-out and fan-in. But these crucial components are not very much appreciated. Most people don't even realize they're there. The goal of this talk is to make you care about fan-out and fan-in, and see how the future of Python is bright in this regard. I'll explain what fan-out and fan-in are, and why they're useful. I'll go over a bunch of examples of fan-out and fan-in, including data constructs (ORMs like SQLAlchemy, Map Reduce, real-time aggregation), mutiple threads (subprocesses, queues, and multiprocessing), and ""futuristic"" asynchronous APIs (App Engine NDB, Tulip/PEP3156). Attendees will learn the value of fan-in and fan-out in API design. They'll have a name to give something they've used many times in their concurrent programs without realizing what the magical mechanisms are called. They'll get excited about the future of Python because Tulip/PEP3156 is such a great API for concurrency."	Brett Slatkin	Best Practices & Patterns	The most important yet underappreciated parts of concurrent APIs are good constructs for fan-out (one thread spawns others) and fan-in (many threads join together). This talk will show examples of fan-in and fan-out. It will cover the successes and shortcomings of APIs that provide concurrency. Finally, we'll discuss how the async model of Tulip/PEP3156 is the ultimate API. The future is bright!	Intermediate	Fan-in and Fan-out: The crucial components of concurrency	Friday	2014-04-11 17:10:00	2014-04-11 17:40:00
Meet HostnameEndpoint - it takes a hostname, does a getaddrinfo lookup on it, picks the first IPv4 and IPv6 address out of the returned list, and then using a time-involving algorithm, tries connecting to both of them. It then gives you the connection that is established first, discarding the other one. All this sounds like it would take a lot of time, but here’s the interesting part: it does not. In this talk, I aim to walk you through the development of HostnameEndpoint, right from the beginning till its successful merge to the Twisted codebase. I’ll begin by talking about the use of time-related functions in Twisted, and how one can write fast and predictable tests for them. I’ll also tell you how Twisted performs multiple network operations  “in parallel” (no, not threads), and how that’s what the reactor’s job is, essentially. As we progress, I’ll discuss the design decisions involved in the development of this endpoint and the important lessons on unit testing and test-driven development I learnt. I’ll then take you through the exciting journey of writing Twisted code, illustrate how the frightening Deferreds can be tamed to do your bidding, the ample number of times I found roadblocks and how I pushed them all away to put everything together and make it work. Finally, I'll show you how it’s still not perfect and could be improved further – largely by starting over with some parts of the code.	Ashwini Oruganti	Python Libraries	Did you know that when you resolve a hostname, you can get multiple addresses back, and pick any one to connect to? Some of these addresses will connect near instantly, while others might take a long time or time out. This talk is about a Twisted endpoint API I built that takes a hostname, and returns the connection that takes the least time to complete, from the list of resolved host addresses.	Intermediate	Kneel And Disconnect: Getting The Fastest Connection Out Of A Hostname	Friday	2014-04-11 11:30:00	2014-04-11 12:00:00
Both toy helicopters  and interfaces between a computer and electronics used to be prohibitively complicated and expensive. Now, for less than $50, you can have a toy helicopter and an Arduino delivered to your doorstep. In this talk, we'll cover the basics of how helicopters work, and talk about how our control system needs to take into account the physics of our cheap toy helicopter. We'll then talk about how to create an interface between our helicopter and a computer with an Arduino. This is when the power of Python comes to bear. We can use Python to develop systems to understand how control inputs affect the helicopter, and then build on top of these lower level tools to create higher-level applications that would have involved substantial effort in lower-level programming languages.	Ned Jackson Lovely	Embedded Systems	Using Python and a minimal amount of hardware hacking, it's possible to build computer controlled helicopters you can fly around your living room for surprisingly small amounts of money. This talk will describe the steps you'll need to take to start the ball rolling towards Skynet using a $20 helicopter and an Arduino.	Novice	Cheap Helicopters In My Living Room	Saturday	2014-04-12 16:30:00	2014-04-12 17:00:00
"This is a talk for people interested in the indie game development scene. It uses the commercially released gay-themed adventure game ""My Ex-Boyfriend the Space Tyrant!"" to give an insight into all phases of game development, from conception to implementation to launching to selling a game as a digital download for Windows, Mac and Linux. It provides an overview and basic tutorial for using pyvida (an open-sourced point-and-click adventure game engine  written in python). During this talk we'll:  Introduce ""My Ex-Boyfriend the Space Tyrant"" Outline design aims for indie developers Use pyvida to make a point-and-click adventure game Discuss commonly overlooked components of professional game design such as accessibility, websites, trailers and pushing updates Package for sale a game written in python Discuss the tools and services used for online distribution Handle the press, feedback from users and reviews  By the end of this talk you'll:  Have an introduction to pyvida Have an understanding that coding is just one part of making a successful game Have an insight into some of the challenges faced by developers from diverse backgrounds Have some ideas on how to make your games intriguing to players and the press Have knowledge of the tools and services many indie developers are using to sell their games online (such as steam, bmtmicro and humble store)  If you've ever wanted to make a game then this is the talk for you."	Luke Miller	Gaming	"Indie game developer Luke Miller presents a brief overview on making point-and-click adventure games using the open source pyvida gaming engine and uses his commercially released gay-themed adventure game ""My Ex-Boyfriend the Space Tyrant!"" as a tutorial on developing, packaging, releasing and selling a python game for Windows, Mac and Linux."	Intermediate	My big gay adventure. Making, releasing and selling an indie game made in python.	Sunday	2014-04-13 13:10:00	2014-04-13 13:40:00
Celery is a distributed task queue for Python. It is different from MapReduce because instead of applying a given mapper function on a large set of data and then aggregating (reducing) the results, in Celery you define small self contained tasks and then execute them in large number across a set of worker nodes. Each task can work on just a set of arguments which will maybe later form a part of a larger solution. Celery is written in Python and is very easy to use with minimal setup required for the workers or for the process creating these tasks that are executed on the workers.  For more in depth details on Celery you can visit www.celeryproject.com. For this workshop we will be looking at  - how to setup Celery, how to use it for simple cases and how we can do some complex workflows with Celery. The assumption is that you know Python, any level of expertise, and can understand a little bit about how and why we would like to distribute task execution - never the less we will start with a brief introduction of why we would like to distribute task execution. We will be looking at Celery, using Redis as broker, and we will be looking at a Celery monitoring tool called Flower. Celery can work with any backend for passing around the tasks and task results - which broker backend we use will ideally depend on the use case and the performance requirements that we have. However for the sake of this tutorial we will use Redis because it is very simple to setup and use.	Narahari Allamraju	Other	Celery is a distributed task queue for Python that is used by a large number of web applications to off load tasks that can be executed asynchronously. This workshop will demonstrate how we can use Celery for a use case that isn't a web site or a web application and is something which could happen in a hospital or a bank or any other such large organization.	Novice	Distributed task processing using Celery	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
IPython started in 2001 simply as a better interactive Python shell. Over the last decade it has grown into a powerful set of interlocking tools that maximize developer productivity in Python while working interactively. Today, IPython consists of a kernel that executes the user code and provides many features for introspection and namespace manipulation, and tools to control this kernel either in-process or out-of-process thanks to a well-specified communications protocol implemented over ZeroMQ. This architecture allows the core features to be accessed via a variety of clients, each providing unique functionality tuned to a specific use case:   An interactive, terminal-based shell with capabilities beyond the default Python interactive interpreter (this is the classic application opened by the ipython command that most users are familiar with).   A graphical, Qt-based console that provides the look and feel of a terminal, but adds support for inline figures, graphical calltips, a persistent session that can survive crashes of the kernel process, and more. A user-based review of some of these features can be found here.   A web-based notebook that can execute code and also contain rich text and figures, mathematical equations and arbitrary HTML. This notebook presents a document-like view with cells where code is executed but that can be edited in-place, reordered, mixed with explanatory text and figures, etc. The notebook provides an interactive experience that combines live code and results with literate documentation and the rich media that modern browsers can display:     A high-performance, low-latency system for parallel computing that supports the control of a cluster of IPython engines communicating over ZeroMQ, with optimizations that minimize unnecessary copying of large objects (especially numpy arrays). These engines can be controlled interactively while developing and doing exploratory work, or can run in batch mode either on a local machine or in a large cluster/supercomputing environment via a batch scheduler.  In this hands-on, in-depth tutorial, we will briefly describe IPython's architecture and will then show how to use the above tools for a highly productive workflow in Python.	Fernando Perez	Python Libraries	"IPython provides tools for interactive and parallel computing that are widely used in scientific computing, but can benefit any Python developer.

We will show how to use IPython in different ways, as: an interactive shell, an embedded shell, a graphical console, a network-aware VM in GUIs, a web-based notebook with code, graphics and rich HTML, and a high-level framework for parallel computing."	Intermediate	IPython in depth: high productivity interactive and parallel python	Thursday	2014-04-10 09:00:00	2014-04-10 12:20:00
This talk traces JavaScript's impact on software development tools over forty years, from 1995 until 2035. Although the language is mostly dead today, it drove the largest transformation of mainstream development tools since the creation of Unix 65 years ago. We'll examine some key moments in JavaScript's history: its accidental rise to popularity; asm.js, allowing arbitrary software to run at native speed in browsers; the language ecosystem that grew up around asm.js, displacing JavaScript itself; the replacement of traditional Unix terminals, shells, and editors with new, higher-level equivalents running against the DOM; and finally, the inversion of the browser-OS relationship, still ongoing. This story is told by someone who was a fervent JavaScript detractor during its rise. It was easy to see the language's numerous and glaring shortcomings, but miss the path that it laid out.	Gary Bernhardt	Other	This talk traces JavaScript's impact on software development tools over forty years, from 1995 until 2035. Although the language is mostly dead today, it drove the largest transformation of mainstream development tools since the creation of Unix 65 years ago.	Intermediate	The Birth & Death of JavaScript	Friday	2014-04-11 13:55:00	2014-04-11 14:25:00
In the last 18 months the Python packaging world has seen an explosion of activity. Some improvements like SSL certificate verification and pyvenv are already available, while others are just over the horizon. In this talk you will learn what the packaging community has been hard at work on and how you can take advantage of the latest tools and techniques in your Python environments.	Noah Kantrowitz	Python Core (language, stdlib, etc.)	In the last 18 months the Python packaging world has seen an explosion of activity. Learn what improvements are available now and what is on the horizon.	Intermediate	What is coming in Python packaging	Saturday	2014-04-12 17:10:00	2014-04-12 17:40:00
"The cloud provides great opportunities for a variety of important computational science challenges, including reproducible science, standardized computational workflows, comparative benchmarking, and focused optimization.  It can also help be a disruptive force for the betterment of science by eliminating the need for large infrastructure investments and supporting exploratory computational science on previously challenging scales.  However, most cloud computing use in science so far has focused on relatively mundane ""pleasantly parallel"" problems.  Our lab has spent many moons addressing a large, non-parallelizable ""big data/big graph"" problem -- sequence assembly -- with a mixture of Python and C++, some fun new data structures and algorithms, and a lot of cloud computing.  Most recently we have been working on open computational ""protocols"", worfklows, and pipelines for democritizing certain kinds of sequence analysis. As part of this work we are tackling issues of standardized test data sets to support comparative benchmarking, targeted optimization, reproducible science, and computational standardization in biology.  In this talk I'll discuss our efforts to understand where our computational bottlenecks are, what kinds of optimization and parallelization efforts make sense financially, and how the cloud is enabling us to be usefully disruptive.  As a bonus I'll talk about how the focus on pleasantly paralellizable tasks has warped everyone's brains and convinced them that engineering, not research, is really interesting."	Titus Brown	Science	"Cloud computing offers some great opportunities for science, but most
cloud computing platforms are I/O and memory limited, and hence
are poor matches for data-intensive computing.  After 4 years of
research software development we are now instrumenting and benchmarking
our analysis pipelines; numbers, lessons learned, and future plans
will be discussed. Everything is open source."	Intermediate	Data intensive biology in the cloud: instrumenting ALL the things	Saturday	2014-04-12 14:35:00	2014-04-12 15:05:00
"How do you create a psychology experiment which is engaging and enjoyable for participants, yet also well-controlled by scientific standards? In this talk, I will present several real experiments developed by myself and my colleague Peter Battaglia which immerse participants in a rich, 3D environment. Using Python, our experiments simulate a semi-realistic world and present a level of interactivity similar to that found in popular physics-based video games such as Angry Birds. To create such ""game-like"" experiments, we use the Panda3D video game engine. Panda3D exposes the ability to capture key presses, track the mouse, display text, simulate physics, and render 3D graphics, all with the level of precision required by a well-controlled experiment. Furthermore, because Panda3D uses Python, it integrates well with powerful tools such as NumPy and SciPy. The result is that code involved in running behavioral experiments can be reused for model simulations and data analysis. During this talk, audience members will be able to collectively participate in demos of our experiments. After each demo, I will walk through the steps that were necessary to create the experiment, emphasizing both where there are differences between implementing an interactive experiment versus an actual video game, and how the experiments fit within a larger theme of Python in science."	Jessica Hamrick,Peter Battaglia	Science	"Have you ever wanted to play video games while also contributing to science? In psychology experiments developed by myself and Peter Battaglia, participants are immersed in an interactive 3D world which is experimentally well-controlled, yet also extremely fun. This talk will explain how we created these ""game-like"" experiments in Python using the Panda3D video game engine."	Intermediate	Games for Science: Creating interactive psychology experiments in Python with Panda3D	Saturday	2014-04-12 10:50:00	2014-04-12 11:20:00
A recommendation engine is a software system that analyzes large amounts of transactional data and distills personal profiles to present its users with relevant products/information/content. We see them in a wide variety of domains and applications and they help us navigate the overwhelming choice that we face everyday. This tutorial will formally introduce the concepts and definitions of the recommendation systems literature and will quickly move on to an iterative process for building a minimal reco engine. In the process, we'll learn about the building blocks for scientific computing in Python: NumPy and (more recently) pandas.	Diego Maniloff,Christian Fricke,Zach Howard	Science	In this tutorial we'll set ourselves the goal of building a minimal recommendation engine, and in the process learn about Python's excellent Pydata and related projects and tools: NumPy, pandas, and the IPython Notebook.	Intermediate	Hands-on with Pydata: how to build a minimal recommendation engine.	Thursday	2014-04-10 09:00:00	2014-04-10 12:20:00
"Working with developers on schema migrations is a perennial challenge for DBAs and developers. Devs tend to like a ""set it and forget it"" tool. Very few of those tools work well with distributed teams, continuous integration or situations which require raw SQL. This talk discusses the strategies used to move from a pure SQL and shell migration system to using SQLAlchemy and alembic for maximum DBA and developer happiness. I'll share tips for DBAs and developers in bringing schema elements into the mainstream revision control system, and making it reasonable and easy to get code review on stored procedures from the entire team. Whether you're a Python shop looking for a better migration tool, or a DBA looking to integrate better with your developer team, you'll get useful insight into the key features your next schema migration system should support. Our database environment is a 2+TB PostgreSQL cluster running 9.2. We have a rapidly evolving schema and reporting system, and over 150 user defined functions in plpgsql. We also support custom types, DOMAINs and data types not supported yet by SQLAlchemy. Migrating from pure SQL to Python models was the first challenge. Creating a reasonable system for managing the UDFs was the second. The final challenge has been training developers to create and manage their own migrations (called ""revisions"" in alembic)."	Selena Deckelmann	Databases	"Working with developers on schema migrations is a perennial challenge for DBAs and developers. Devs tend to like a ""set it and forget it"" tool. This talk discusses the strategies used to move from a pure SQL and shell migration system to using SQLAlchemy and alembic for maximum DBA and developer happiness."	Intermediate	Sane schema migrations with Alembic and SQLAlchemy	Saturday	2014-04-12 14:35:00	2014-04-12 15:05:00
Designing APIs is one of the hardest tasks in programming. Besides solving your immediate problem, you also must accomodate unknown future ones—and fit nicely into other people's brains while you're at it. Can we codify this practice to steer us clear of the worst mires? I think we can. Let's examine some API successes and bloopers, factoring up the good patterns to yield a discussion of...  Extraction over invention Brevity Consistency Composability Simple data Grooviness Safety  ...spiced with flavors from anthroplogy, psychology, and history. Armed with a pre-flight checklist of common API foibles, you'll be able to avoid many common mistakes and craft elegant APIs which make for short, understandable code; few errors; and happy programmers.	Erik Rose	Best Practices & Patterns	The language you speak determines the thoughts you can think. Thus, API designers (and that includes you, if you've ever coined a function) have a great duty, as language inventors, to expand the mental canvases of those who come after. We'll concretize that into 7 hallmarks of good APIs, pulling examples (and bloopers) from popular Python libraries.	Intermediate	Designing Poetic APIs	Saturday	2014-04-12 12:10:00	2014-04-12 12:55:00
